"predecessor","predecessorcid","transformation","successor","successorcid","evidencedoi","evidenceref","sourcecomment","sourcecommentfull","datasetref","enzyme","datasetdoi","biosystem","CID_to_CID","IK_to_IK","IKFB_to_IKFB","ReactionSMILES","DescReactionSMILES","predecessorEM","successorEM","MassDiff","XlogPDiff"
"mefenamic acid",4044,"Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring / Human Phase I","3-hydroxymethyl mefenamic aci","610738","10.1186/s13321-018-0324-5","Hug, F. (2007); Molecular Modelling Analysis of the Metabolism of Mefenamic Acid. Journal of Pharmacology and Toxicology, 2: 72-79; DOI:10.3923/jpt.2007.72.79","MetXBioDB | SourceID: BIOTID00692","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C9","10.5281/zenodo.4056560","Human","4044>>610738","HYYBABOKPJLUIN-UHFFFAOYSA-N>>QBONJEHEDCBRMZ-UHFFFAOYSA-N","HYYBABOKPJLUIN>>QBONJEHEDCBRMZ","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>>CC1=C(C=CC=C1NC2=CC=CC=C2C(=O)O)CO","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>[Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring / Human Phase I]>CC1=C(C=CC=C1NC2=CC=CC=C2C(=O)O)CO CID: 4044 to CID: 610738","241.110278721","257.10519334","15.994914619","-1.2"
"Mefenamic Acid",4044,"Phase I","3-Carboxymefenamic acid","542022","10.1021/acs.est.4c00968","Meyer C, Stravs MA, Hollender J (2024) Environ. Sci. Technol. 58:22, 9828-9838","Meyer C, Stravs MA, Hollender J (2024) Environ. Sci. Technol. 58:22, 9828-9838","Compendium, https://compendium.ch/","S113 | SWISSPHARMA24 | 2024 Swiss Pharmaceutical List with Metabolites","","10.5281/zenodo.10501043","","4044>>542022","HYYBABOKPJLUIN-UHFFFAOYSA-N>>OOQQWHSTKBWQPB-UHFFFAOYSA-N","HYYBABOKPJLUIN>>OOQQWHSTKBWQPB","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>>CC1=C(C=CC=C1NC2=CC=CC=C2C(=O)O)C(=O)O","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>[Phase I]>CC1=C(C=CC=C1NC2=CC=CC=C2C(=O)O)C(=O)O CID: 4044 to CID: 542022","241.110278721","271.0844579","29.974179179","-1"
"Mefenamic Acid",4044,"Phase I","3-Hydroxymethylmefenamic acid","610738","10.1021/acs.est.4c00968","Meyer C, Stravs MA, Hollender J (2024) Environ. Sci. Technol. 58:22, 9828-9838","Meyer C, Stravs MA, Hollender J (2024) Environ. Sci. Technol. 58:22, 9828-9838","Compendium, https://compendium.ch/","S113 | SWISSPHARMA24 | 2024 Swiss Pharmaceutical List with Metabolites","","10.5281/zenodo.10501043","","4044>>610738","HYYBABOKPJLUIN-UHFFFAOYSA-N>>QBONJEHEDCBRMZ-UHFFFAOYSA-N","HYYBABOKPJLUIN>>QBONJEHEDCBRMZ","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>>CC1=C(C=CC=C1NC2=CC=CC=C2C(=O)O)CO","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>[Phase I]>CC1=C(C=CC=C1NC2=CC=CC=C2C(=O)O)CO CID: 4044 to CID: 610738","241.110278721","257.10519334","15.994914619","-1.2"
"Mefenamic Acid",4044,"Phase I + II","3-Carboxymefenamic acid-acyl-Î²-D-glucuronide","192612","10.1021/acs.est.4c00968","Meyer C, Stravs MA, Hollender J (2024) Environ. Sci. Technol. 58:22, 9828-9838","Meyer C, Stravs MA, Hollender J (2024) Environ. Sci. Technol. 58:22, 9828-9838","Compendium, https://compendium.ch/","S113 | SWISSPHARMA24 | 2024 Swiss Pharmaceutical List with Metabolites","","10.5281/zenodo.10501043","","4044>>192612","HYYBABOKPJLUIN-UHFFFAOYSA-N>>QTCMFDMVQUHRND-QYRAFCHESA-N","HYYBABOKPJLUIN>>QTCMFDMVQUHRND","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>>CC1=C(C=CC=C1NC2=CC=CC=C2C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C(=O)O","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>[Phase I + II]>CC1=C(C=CC=C1NC2=CC=CC=C2C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C(=O)O CID: 4044 to CID: 192612","241.110278721","447.11654587","206.006267149","-3.2"
"Mefenamic Acid",4044,"Phase I + II","3-Hydroxymethylmefenamic acid-acyl-Î²-D-glucuronide","91667821","10.1021/acs.est.4c00968","Meyer C, Stravs MA, Hollender J (2024) Environ. Sci. Technol. 58:22, 9828-9838","Meyer C, Stravs MA, Hollender J (2024) Environ. Sci. Technol. 58:22, 9828-9838","Compendium, https://compendium.ch/","S113 | SWISSPHARMA24 | 2024 Swiss Pharmaceutical List with Metabolites","","10.5281/zenodo.10501043","","4044>>91667821","HYYBABOKPJLUIN-UHFFFAOYSA-N>>GQQNPPRHZMQONU-CURYNPBISA-N","HYYBABOKPJLUIN>>GQQNPPRHZMQONU","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>>CC1=C(C=CC=C1NC2=CC=CC=C2C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)CO","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>[Phase I + II]>CC1=C(C=CC=C1NC2=CC=CC=C2C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)CO CID: 4044 to CID: 91667821","241.110278721","433.13728131","192.027002589","-3.6"
"Mefenamic Acid",4044,"Phase II","Mefenamic acid-glucuronide","128135","10.1021/acs.est.4c00968","Meyer C, Stravs MA, Hollender J (2024) Environ. Sci. Technol. 58:22, 9828-9838","Meyer C, Stravs MA, Hollender J (2024) Environ. Sci. Technol. 58:22, 9828-9838","McGurk et al., Drug Metab. Dispos. 24(8), 1996","S113 | SWISSPHARMA24 | 2024 Swiss Pharmaceutical List with Metabolites","","10.5281/zenodo.10501043","","4044>>128135","HYYBABOKPJLUIN-UHFFFAOYSA-N>>DAHIGOGKMFBIOR-CURYNPBISA-N","HYYBABOKPJLUIN>>DAHIGOGKMFBIOR","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>>CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>[Phase II]>CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C CID: 4044 to CID: 128135","241.110278721","417.14236669","176.032087969","-2.4"
"MEFENAMIC ACID",4044,"","mefenamyl-1-beta-O-acyl glucuronide","128135","10.1124/dmd.112.046102","22577085","ChEMBL IDs (pred,succ,enzyme): CHEMBL686|CHEMBL3527501|","metid:2085; protacxns:; geneids:","ChEMBL","",NA,NA,"4044>>128135","HYYBABOKPJLUIN-UHFFFAOYSA-N>>DAHIGOGKMFBIOR-CURYNPBISA-N","HYYBABOKPJLUIN>>DAHIGOGKMFBIOR","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>>CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>[]>CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C CID: 4044 to CID: 128135","241.110278721","417.14236669","176.032087969","-2.4"
"MEFENAMIC ACID",4044,"","Mefenamyl-S-acy-Coenzyme A","118753104","10.1124/dmd.112.046102","22577085","ChEMBL IDs (pred,succ,enzyme): CHEMBL686|CHEMBL3526652|","metid:2084; protacxns:; geneids:","ChEMBL","",NA,NA,"4044>>118753104","HYYBABOKPJLUIN-UHFFFAOYSA-N>>PIUWXHGKQDOBPS-OGLMRXNDSA-N","HYYBABOKPJLUIN>>PIUWXHGKQDOBPS","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>>CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)OP(=O)(O)O)O)C","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C>[]>CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)OP(=O)(O)O)O)C CID: 4044 to CID: 118753104","241.110278721","990.21492429","749.104645569","-6.3"
"mefenamyl-1-beta-O-acyl glucuronide",128135,"","mefenamyl-S-acyl-glutathione thioester","118753332","10.1124/dmd.112.046102","22577085","ChEMBL IDs (pred,succ,enzyme): CHEMBL3527501|CHEMBL3527502|","metid:2087; protacxns:; geneids:","ChEMBL","",NA,NA,"128135>>118753332","DAHIGOGKMFBIOR-CURYNPBISA-N>>FOQVDZVTHVVTGS-PXNSSMCTSA-N","DAHIGOGKMFBIOR>>FOQVDZVTHVVTGS","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C>>CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C>[]>CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C CID: 128135 to CID: 118753332","417.14236669","530.18352048","113.04115379","-2.6"
"Mefenamyl-S-acy-Coenzyme A",118753104,"","mefenamyl-S-acyl-glutathione thioester","118753332","10.1124/dmd.112.046102","22577085","ChEMBL IDs (pred,succ,enzyme): CHEMBL3526652|CHEMBL3527502|","metid:2086; protacxns:; geneids:","ChEMBL","",NA,NA,"118753104>>118753332","PIUWXHGKQDOBPS-OGLMRXNDSA-N>>FOQVDZVTHVVTGS-PXNSSMCTSA-N","PIUWXHGKQDOBPS>>FOQVDZVTHVVTGS","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)OP(=O)(O)O)O)C>>CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)OP(=O)(O)O)O)C>[]>CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C CID: 118753104 to CID: 118753332","990.21492429","530.18352048","-460.03140381","1.3"
"meiqx",62275,"N-hydroxylation of primary arylamine / Human Phase I","N-HydroxyMeIQX","115104","10.1186/s13321-018-0324-5","Fujita, K. et al. (2002). Down-regulation of 2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline (MeIQx)-induced CYP1A2 expression is associated with bovine lactoferrin inhibition of MeIQx-induced liver and colon carcinogenesis in rats. PMID:12079509","MetXBioDB | SourceID: BIOTID00693","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP1A2","10.5281/zenodo.4056560","Human","62275>>115104","DVCCCQNKIYNAKB-UHFFFAOYSA-N>>FVNCCTJGBOTWTM-UHFFFAOYSA-N","DVCCCQNKIYNAKB>>FVNCCTJGBOTWTM","CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N>>CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)NO","CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N>[N-hydroxylation of primary arylamine / Human Phase I]>CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)NO CID: 62275 to CID: 115104","213.10144537","229.09635999","15.99491462","0.2"
"meiqx",62275,"Oxidation of methyl to carboxylic acid / Human Phase I","IQx-8-COOH","85785449","10.1186/s13321-018-0324-5","Fujita, K. et al. (2002). Down-regulation of 2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline (MeIQx)-induced CYP1A2 expression is associated with bovine lactoferrin inhibition of MeIQx-induced liver and colon carcinogenesis in rats. PMID:12079509","MetXBioDB | SourceID: BIOTID00694","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP1A2","10.5281/zenodo.4056560","Human","62275>>85785449","DVCCCQNKIYNAKB-UHFFFAOYSA-N>>NKWBDQYTYVRHRD-UHFFFAOYSA-N","DVCCCQNKIYNAKB>>NKWBDQYTYVRHRD","CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N>>CN1C2=C(C3=NC(=CN=C3C=C2)C(=O)O)N=C1N","CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N>[Oxidation of methyl to carboxylic acid / Human Phase I]>CN1C2=C(C3=NC(=CN=C3C=C2)C(=O)O)N=C1N CID: 62275 to CID: 85785449","213.10144537","243.07562455","29.97417918","-0.5"
"melatonin",896,"Aromatic hydroxylation of fused benzene ring / Human Phase I","6-Hydroxymelatonin","1864","10.1186/s13321-018-0324-5","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Kazumi, Y.Y. et al. (2011); Construction of a CYP2E1-template system for prediction of the metabolism on both site and preference order; Drug Metabolism Reviews; 43:4; 409-439; DOI:10.3109/03602532.2011.624103; PMID:22017508","MetXBioDB | SourceID: BIOTID00695","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP1A1; CYP1A2; CYP2C19; CYP2E1","10.5281/zenodo.4056560","Human","896>>1864","DRLFMBDRBRZALE-UHFFFAOYSA-N>>OMYMRCXOJJZYKE-UHFFFAOYSA-N","DRLFMBDRBRZALE>>OMYMRCXOJJZYKE","CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC>>CC(=O)NCCC1=CNC2=CC(=C(C=C21)OC)O","CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC>[Aromatic hydroxylation of fused benzene ring / Human Phase I]>CC(=O)NCCC1=CNC2=CC(=C(C=C21)OC)O CID: 896 to CID: 1864","232.121177757","248.11609238","15.994914623","0.4"
