"predecessor","predecessorcid","transformation","successor","successorcid","evidencedoi","evidenceref","sourcecomment","sourcecommentfull","datasetref","enzyme","datasetdoi","biosystem"
"5,6-O-DiDesmethyl Donepezil",49849820,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-6-[[2-[(1-benzylpiperidin-4-yl)methyl]-6-hydroxy-1-oxo-2,3-dihydroinden-5-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid","154699642","10.1186/s13321-018-0324-5","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675.","MetXBioDB | SourceID: BIOTID01865","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT","10.5281/zenodo.4056560","Human"
"5,6-O-DiDesmethyl Donepezil",49849820,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-6-[[2-[(1-benzylpiperidin-4-yl)methyl]-6-hydroxy-3-oxo-1,2-dihydroinden-5-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid","154700146","10.1186/s13321-018-0324-5","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675.","MetXBioDB | SourceID: BIOTID01864","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT","10.5281/zenodo.4056560","Human"
"5,7-Dihydroxy-3p,4p,5p-trimethoxyflavone",5379265,"Aromatic-OH glucuronidation / Human Phase II","5-Hydroxy-3p,4p,5p-trimethoxyflavone, 7-O-glucuronide","154699736","10.1186/s13321-018-0324-5","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI:10.1007/s11095-012-0666-z|R(2) http://www.chem.qmul.ac.uk/iubmb/enzyme/EC2/4/1/17.html","MetXBioDB | SourceID: BIOTID01566","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT1A9","10.5281/zenodo.4056560","Human"
"5,7,2p-Trihydroxyflavone",5322064,"Aromatic-OH glucuronidation / Human Phase II","(2S,3S,4S,5R)-3,4,5-Trihydroxy-6-[5-hydroxy-2-(2-hydroxyphenyl)-4-oxochromen-7-yl]oxyoxane-2-carboxylic acid","21309393","10.1186/s13321-018-0324-5","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI:10.1007/s11095-012-0666-z","MetXBioDB | SourceID: BIOTID01751","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT1A9","10.5281/zenodo.4056560","Human"
"5:2 ketone",15859812,"Oxidation","5:2 sFTOH","18994450","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","S74 | REFTPS | Transformation Products and Reactions from Literature","NULL","10.5281/zenodo.4318838","WWTP sludge"
"5:2 ketone",15859812,"Oxidation(x2)","PFHxA","22182348","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","S74 | REFTPS | Transformation Products and Reactions from Literature","NULL","10.5281/zenodo.4318838","WWTP sludge"
"5:2 ketone",15859812,"Oxidation/-CF2","PFPeA","5111819","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","S74 | REFTPS | Transformation Products and Reactions from Literature","NULL","10.5281/zenodo.4318838","WWTP sludge"
"5:2 sFTOH",18994450,"CF2 loss","PFPeA","5111819","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","S74 | REFTPS | Transformation Products and Reactions from Literature","NULL","10.5281/zenodo.4318838","WWTP sludge"
"5:2 sFTOH",18994450,"Oxidation","PFHxA","22182348","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","S74 | REFTPS | Transformation Products and Reactions from Literature","NULL","10.5281/zenodo.4318838","WWTP sludge"
"5:3 FTCA",14632790,"Oxidation","5:3 FTUCA","101567675","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","S74 | REFTPS | Transformation Products and Reactions from Literature","NULL","10.5281/zenodo.4318838","WWTP sludge"
"5:3 FTCA",14632790,"Oxidation(x2)/-C2F4","PFBA","4342798","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","S74 | REFTPS | Transformation Products and Reactions from Literature","NULL","10.5281/zenodo.4318838","WWTP sludge"
"5:3 FTCA",14632790,"Oxidation(x2)/-CF2","PFPeA","5111819","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","S74 | REFTPS | Transformation Products and Reactions from Literature","NULL","10.5281/zenodo.4318838","WWTP sludge"
"5:3 FTUCA",101567675,"Oxidation","5:3 FTCA","14632790","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","S74 | REFTPS | Transformation Products and Reactions from Literature","NULL","10.5281/zenodo.4318838","WWTP sludge"
"5:3 FTUCA",101567675,"Oxidation/-C2F4","PFBA","4342798","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","S74 | REFTPS | Transformation Products and Reactions from Literature","NULL","10.5281/zenodo.4318838","WWTP sludge"
"5:3 FTUCA",101567675,"Oxidation/-CF2","PFPeA","5111819","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","10.1002/etc.3750","LA D'Agostino and SA Mabury (2017) Environ Toxicol Chem 36:8, 2012-2021","S74 | REFTPS | Transformation Products and Reactions from Literature","NULL","10.5281/zenodo.4318838","WWTP sludge"
"58c80",146797,"Hydroxylation of terminal methyl / Human Phase I","298C84","127009","10.1186/s13321-018-0324-5","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675","MetXBioDB | SourceID: BIOTID00190","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C9","10.5281/zenodo.4056560","Human"
"6'-EXOMETHYLENE LOVASTATIN (LACTONE FORM)",68178377,"Ring-opening hydrolysis of lactone producing a carboxylic acid and hydroxyl","6'-EXOMETHYLENE LOVASTATIN (ACID FORM)","118753582","10.1016/0003-9861(91)90551-s","1929403","ChEMBL IDs (pred,succ,enzyme): CHEMBL3544669|CHEMBL3544684|NULL","metid:977; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6'-EXOMETHYLENE SIMVASTATIN",15925972,"methylation of the hydroxyl at the 6' position","6'-HYDROXYMETHYL SIMVASTATIN","14373163","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL3544663|CHEMBL3544664|NULL","metid:669; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6'-EXOMETHYLENE SIMVASTATIN",15925972,"oxidation of the hydroxyl at the 6' position to form a carboxylic acid functional group","SIMVASTATIN 6'CARBOXYLIC ACID","14373154","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL3544663|CHEMBL3544679|NULL","metid:670; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6'-HYDROXY-BUSPIRONE",9930913,"Base-catalysed rearrangement","GAMMA-LACTONE METABOLITE","118753525","10.1124/dmd.104.000836","15640381","ChEMBL IDs (pred,succ,enzyme): CHEMBL1201371|CHEMBL3544504|NULL","metid:821; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6'-HYDROXY SIMVASTATIN",25221209,"allylic rearrangement as 6'-OH group moves to the 3' position, and double bond rearrangement","3'-HYDROXY SIMVASTATIN","118753611","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL3544841|CHEMBL3544854|NULL","metid:668; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6' BETA-HYDROXY LOVASTATIN (LACTONE FORM)",68178378,"Ring-opening hydrolysis of lactone producing a carboxylic acid and hydroxyl","6' BETA-HYDROXY LOVASTATIN (ACID FORM)","118753580","10.1007/s00228-011-1202-5|10.1016/0003-9861(91)90551-s","22281720|1929403","ChEMBL IDs (pred,succ,enzyme): CHEMBL3544668|CHEMBL3544667|NULL","metid:976; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-(5-(5-carbamimidoylpyridin-2-yl)furan-2-yl)-N'-hydroxynicotinimidamide",136961847,"NULL","[2,5-bis(5-amidino-2-pyridyl)furan]trihydrochloride","118752990","10.1124/dmd.112.048231","23223498","ChEMBL IDs (pred,succ,enzyme): CHEMBL3526466|CHEMBL3526191|NULL","metid:2605; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-(5-(5-carbamimidoylpyridin-2-yl)furan-2-yl)-N'-methoxynicotinimidamide",118753047,"NULL","6-(5-(5-carbamimidoylpyridin-2-yl)furan-2-yl)-N'-hydroxynicotinimidamide","136961847","10.1124/dmd.112.048231","23223498","ChEMBL IDs (pred,succ,enzyme): CHEMBL3526453|CHEMBL3526466|NULL","metid:2604; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-(5-(aminomethyl)furan-2-yl)-N-(3-chloro-4-(3-fluorobenzyloxy)phenyl)quinazolin-4-amine",21952026,"NULL","5-(4-(3-chloro-4-(3-fluorobenzyloxy)phenylamino)quinazolin-6-yl)furan-2-carbaldehyde oxime","118753055","10.1124/dmd.113.051151","23404373","ChEMBL IDs (pred,succ,enzyme): CHEMBL3526763|CHEMBL3526480|NULL","metid:2557; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-(5-(aminomethyl)furan-2-yl)-N-(3-chloro-4-(3-fluorobenzyloxy)phenyl)quinazolin-4-amine",21952026,"NULL","CHEMBL3706535","122197285","10.1124/dmd.113.051151","23404373","ChEMBL IDs (pred,succ,enzyme): CHEMBL3526763|CHEMBL3706535|NULL","metid:2686; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-(5-(aminomethyl)furan-2-yl)-N-(3-chloro-4-(3-fluorobenzyloxy)phenyl)quinazolin-4-amine",21952026,"NULL","CHEMBL4525783","155543746","10.1124/dmd.111.040949","21965624","ChEMBL IDs (pred,succ,enzyme): CHEMBL3526763|CHEMBL4525783|NULL","metid:2366; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-alpha -hydroxypaclitaxel",122197286,"NULL","Dihydroxypaclitaxel","101993454","10.1124/dmd.32.6.666|10.1007/s13361-015-1280-1|10.2217/pgs.13.33","15155559|26466599|23556452","ChEMBL IDs (pred,succ,enzyme): CHEMBL3706543|CHEMBL3706544|NULL","metid:1817; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-chrysenamine",17534,"Aromatic Hydroxylation / Human Phase I","6-MeC-1,2-diol","3025891","10.1186/s13321-018-0324-5","PMID:8542586","MetXBioDB | SourceID: BIOTID00191","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP1A2; CYP2A6; CYP2B6; CYP2D6; CYP3A4","10.5281/zenodo.4056560","Human"
"6-chrysenamine",17534,"N-hydroxylation of primary arylamine / Human Phase I","N-Hydroxychrysene","115225","10.1186/s13321-018-0324-5","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985","MetXBioDB | SourceID: BIOTID01342","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP1B1; CYP1A2; CYP1A1; CYP2A6; CYP2B6","10.5281/zenodo.4056560","Human"
"6-deoxy penciclovir",128517,"Metabolism","Penciclovir","135398748","10.5281/zenodo.3827487","American Society of Health-System Pharmacists 2012; Drug Information 2012. Bethesda, MD. 2012, p. 815","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","NULL"
"6-ethyl-5-(3-(2-methoxy-5-(pyridin-4-yl)phenyl)but-1-ynyl)pyrimidine-2,4-diamine",118753247,"NULL","2-(4-(2,4-diamino-6-ethylpyrimidin-5-yl)but-3-yn-2-yl)-4-(pyridin-4-yl)phenol","136961851","10.1124/dmd.112.046870","22815313","ChEMBL IDs (pred,succ,enzyme): CHEMBL3527091|CHEMBL3526168|NULL","metid:2167; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-ethyl-5-(3-(2-methoxy-5-(pyridin-4-yl)phenyl)but-1-ynyl)pyrimidine-2,4-diamine",118753247,"NULL","4-(3-(4-(2,4-diamino-6-ethylpyrimidin-5-yl)but-3-yn-2-yl)-4-methoxyphenyl)pyridine 1-oxide","118753249","10.1124/dmd.112.046870","22815313","ChEMBL IDs (pred,succ,enzyme): CHEMBL3527091|CHEMBL3527096|NULL","metid:2166; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-ethyl-5-(3-(2-methoxy-5-(pyridin-4-yl)phenyl)prop-1-ynyl)pyrimidine-2,4-diamine",57149549,"NULL","2-(3-(2,4-diamino-6-ethylpyrimidin-5-yl)prop-2-ynyl)-4-(pyridin-4-yl)phenol","136961850","10.1124/dmd.112.046870","22815313","ChEMBL IDs (pred,succ,enzyme): CHEMBL3526249|CHEMBL3527040|NULL","metid:2164; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-ethyl-5-(3-(2-methoxy-5-(pyridin-4-yl)phenyl)prop-1-ynyl)pyrimidine-2,4-diamine",57149549,"NULL","4-(3-(3-(2,4-diamino-6-ethylpyrimidin-5-yl)prop-2-ynyl)-4-methoxyphenyl)pyridine 1-oxide","118753246","10.1124/dmd.112.046870","22815313","ChEMBL IDs (pred,succ,enzyme): CHEMBL3526249|CHEMBL3527090|NULL","metid:2163; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-ethyl-5-(3-(3-methoxy-5-(pyridin-4-yl)phenyl)but-1-ynyl)pyrimidine-2,4-diamine",71525312,"NULL","3-(4-(2,4-diamino-6-ethylpyrimidin-5-yl)but-3-yn-2-yl)-5-(pyridin-4-yl)phenol","118753245","10.1124/dmd.112.046870","22815313","ChEMBL IDs (pred,succ,enzyme): CHEMBL2335419|CHEMBL3527089|NULL","metid:2158; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-ethyl-5-(3-(3-methoxy-5-(pyridin-4-yl)phenyl)but-1-ynyl)pyrimidine-2,4-diamine",71525312,"NULL","4-(3-(4-(2,4-diamino-6-ethylpyrimidin-5-yl)but-3-yn-2-yl)-5-methoxyphenyl)pyridine 1-oxide","118753221","10.1124/dmd.112.046870","22815313","ChEMBL IDs (pred,succ,enzyme): CHEMBL2335419|CHEMBL3527034|NULL","metid:2157; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-ethyl-5-(3-(3-methoxy-5-(pyridin-4-yl)phenyl)prop-1-ynyl)pyrimidine-2,4-diamine",57149550,"NULL","3-(3-(2,4-diamino-6-ethylpyrimidin-5-yl)prop-2-ynyl)-5-(pyridin-4-yl)phenol","118753020","10.1124/dmd.112.046870","22815313","ChEMBL IDs (pred,succ,enzyme): CHEMBL3219804|CHEMBL3526379|NULL","metid:2162; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-ethyl-5-(3-(3-methoxy-5-(pyridin-4-yl)phenyl)prop-1-ynyl)pyrimidine-2,4-diamine",57149550,"NULL","4-(3-(3-(2,4-diamino-6-ethylpyrimidin-5-yl)prop-2-ynyl)-5-methoxyphenyl)pyridine 1-oxide","118752997","10.1124/dmd.112.046870","22815313","ChEMBL IDs (pred,succ,enzyme): CHEMBL3219804|CHEMBL3526251|NULL","metid:2161; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-gingerol",90942,"3-Hydroxy-glucuronidation of a phenolic compound / Human Phase II","(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[5-(5-hydroxy-3-oxodecyl)-2-methoxyphenoxy]oxane-2-carboxylic acid","154699914","10.1186/s13321-018-0324-5","PMID:736680","MetXBioDB | SourceID: BIOTID01759","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT","10.5281/zenodo.4056560","Human"
"6-gingerol",90942,"Aromatic-OH glucuronidation / Human Phase II","(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[5-(5-hydroxy-3-oxodecyl)-2-methoxyphenoxy]oxane-2-carboxylic acid","154699914","10.1186/s13321-018-0324-5","PMID:736680","MetXBioDB | SourceID: BIOTID01758","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT","10.5281/zenodo.4056560","Human"
"6-gingerol",90942,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[1-(3-hydroxy-4-methoxyphenyl)-3-oxodecan-5-yl]oxyoxane-2-carboxylic acid","154699834","10.1186/s13321-018-0324-5","PMID:736680","MetXBioDB | SourceID: BIOTID01760","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT","10.5281/zenodo.4056560","Human"
"6-Hydroxy-5-((4-sulphophenyl)azo)naphthalene-2-sulphonic acid",17731,"Metabolism","1-Amino-2-naphthol-6-sulfonic acid","145804","10.5281/zenodo.3827487","IARC. Monographs on the Evaluation of the Carcinogenic Risk of Chemicals to Humans. Geneva: World Health Organization, International Agency for Research on Cancer, 1972-PRESENT. (Multivolume work). Available at: https://monographs.iarc.fr/ENG/Classification/index.php, p. V8 262 (1975)","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Rat"
"6-Hydroxy-5-((4-sulphophenyl)azo)naphthalene-2-sulphonic acid",17731,"Metabolism","C.I. Acid orange 12","16012","PMID:11339284","PMID:11339284","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Sprague-Dawley rat"
"6-Hydroxy-7-methoxyl-4-phenylcoumarin",442768,"Aromatic-OH glucuronidation / Human Phase II","7-methoxyl-4-phenylcoumarin, 6-O-glucuronide","154699520","10.1186/s13321-018-0324-5","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI:10.1007/s11095-012-0666-z","MetXBioDB | SourceID: BIOTID01540","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT1A9","10.5281/zenodo.4056560","Human"
"6-Hydroxy-MXAA",53951284,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-6-[[5-(carboxymethyl)-4-methyl-9-oxoxanthen-3-yl]methoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid","154699859","10.1186/s13321-018-0324-5","Wang, and Zhou (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 4066-4218","MetXBioDB | SourceID: BIOTID02037","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT","10.5281/zenodo.4056560","Human"
"6-hydroxydebrisoquine",57358334,"NULL","6,7-dihydroxydebrisoquine","118753238","10.1124/dmd.111.041566","21976620","ChEMBL IDs (pred,succ,enzyme): CHEMBL3527225|CHEMBL3527068|NULL","metid:2361; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"6-Hydroxyflavone",72279,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-3,4,5-trihydroxy-6-(4-oxo-2-phenylchromen-6-yl)oxyoxane-2-carboxylic acid","154699647","10.1186/s13321-018-0324-5","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI:10.1007/s11095-012-0666-z","MetXBioDB | SourceID: BIOTID01923","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT1A9","10.5281/zenodo.4056560","Human"
